"nBites","Bite","EstimatedTime_procNoise","CumulativeGrams_recov","BiteGrams_recov","simNum","Figure","nBiteGroup"
31,1,0.497717580927583,15.3559820030489,15.3559820030489,1,"1A","26-35"
31,2,0.88300737386314,27.6917154181347,12.3357334150858,1,"1A","26-35"
31,3,1.19945411791806,38.086138503239,10.3944230851043,1,"1A","26-35"
31,4,1.62285907906969,52.3190711043199,14.2329326010809,1,"1A","26-35"
31,5,2.01056830586524,65.6276686703562,13.3085975660364,1,"1A","26-35"
31,6,2.28881635335344,75.3099287921483,9.68226012179207,1,"1A","26-35"
31,7,2.7822827733954,92.6772048713779,17.3672760792296,1,"1A","26-35"
31,8,3.12171866261571,104.714430918463,12.037226047085,1,"1A","26-35"
31,9,3.45767714986049,116.654056610161,11.9396256916983,1,"1A","26-35"
31,10,3.84081824745572,130.249152684793,13.5950960746318,1,"1A","26-35"
31,11,4.26220158662336,145.105740485173,14.8565878003801,1,"1A","26-35"
31,12,4.54833230988313,155.098123737712,9.99238325253864,1,"1A","26-35"
31,13,4.922045819917,167.987768138349,12.8896444006368,1,"1A","26-35"
31,14,5.26249181209136,179.532203931104,11.5444357927556,1,"1A","26-35"
31,15,5.69536100879227,193.88159736838,14.3493934372757,1,"1A","26-35"
31,16,6.14575688560004,208.356039017721,14.4744416493416,1,"1A","26-35"
31,17,6.49988063555373,219.368745317837,11.012706300116,1,"1A","26-35"
31,18,6.90840128068153,231.633391876301,12.2646465584635,1,"1A","26-35"
31,19,7.51738367840498,248.974968781376,17.3415769050749,1,"1A","26-35"
31,20,7.91076192010585,259.545238049809,10.5702692684335,1,"1A","26-35"
31,21,8.36985191533448,271.232301880521,11.687063830712,1,"1A","26-35"
31,22,9.01945489050644,286.556675591362,15.3243737108405,1,"1A","26-35"
31,23,9.56383692080229,298.306017455481,11.7493418641195,1,"1A","26-35"
31,24,10.2144508828854,311.068350609405,12.7623331539234,1,"1A","26-35"
31,25,10.980480291637,324.382788059194,13.3144374497894,1,"1A","26-35"
31,26,11.7767744920045,336.390156556458,12.0073684972637,1,"1A","26-35"
31,27,12.9491369245528,351.019388313099,14.6292317566409,1,"1A","26-35"
31,28,14.2996656552169,364.042379938456,13.0229916253572,1,"1A","26-35"
31,29,15.6019834938096,373.475576757739,9.4331968192833,1,"1A","26-35"
31,30,18.5958264236043,387.023725778618,13.5481490208783,1,"1A","26-35"
31,31,26.9285970124233,398.30911862909,11.2853928504726,1,"1A","26-35"
33,1,0.458943319418726,14.2653634533043,14.2653634533043,2,"1A","26-35"
33,2,0.716665872313531,22.5083868439709,8.2430233906666,2,"1A","26-35"
33,3,1.22497987085808,39.2023610809913,16.6939742370204,2,"1A","26-35"
33,4,1.52305108117721,49.2282477593445,10.0258866783531,2,"1A","26-35"
33,5,1.81784176421306,59.2891628983819,10.0609151390375,2,"1A","26-35"
33,6,2.27786822702382,75.2231202106747,15.9339573122927,2,"1A","26-35"
33,7,2.51742523035895,83.6069797684399,8.38385955776529,2,"1A","26-35"
33,8,2.97514341009079,99.7289841579916,16.1220043895517,2,"1A","26-35"
33,9,3.30159860599464,111.265530421147,11.5365462631558,2,"1A","26-35"
33,10,3.56343456649152,120.513549025117,9.2480186039693,2,"1A","26-35"
33,11,3.95238157269392,134.20036746486,13.6868184397436,2,"1A","26-35"
33,12,4.30403405834561,146.478336991977,12.2779695271167,2,"1A","26-35"
33,13,4.67458328065885,159.268033886734,12.7896968947571,2,"1A","26-35"
33,14,5.03157845833445,171.402253575633,12.1342196888989,2,"1A","26-35"
33,15,5.325155963594,181.214126024459,9.81187244882582,2,"1A","26-35"
33,16,5.74996013344645,195.100641651439,13.88651562698,2,"1A","26-35"
33,17,6.12142868861561,206.90235083453,11.8017091830909,2,"1A","26-35"
33,18,6.45022111750415,217.054255412958,10.1519045784285,2,"1A","26-35"
33,19,6.96078971105438,232.223677234879,15.169421821921,2,"1A","26-35"
33,20,7.41033299817069,244.93914220904,12.7154649741603,2,"1A","26-35"
33,21,7.79712623595654,255.374609886075,10.4354676770353,2,"1A","26-35"
33,22,8.32212913322817,268.766913300505,13.3923034144299,2,"1A","26-35"
33,23,8.70968251576172,278.073110155141,9.30619685463603,2,"1A","26-35"
33,24,9.20971023273747,289.349309308887,11.2761991537458,2,"1A","26-35"
33,25,9.93033187659575,304.168085027032,14.818775718145,2,"1A","26-35"
33,26,10.6209243419279,316.831607910971,12.6635228839395,2,"1A","26-35"
33,27,11.2770012808529,327.539434993896,10.7078270829246,2,"1A","26-35"
33,28,12.2223988710634,340.873398841603,13.3339638477068,2,"1A","26-35"
33,29,12.8777836140776,348.794852690038,7.92145384843514,2,"1A","26-35"
33,30,14.4395613597092,363.932967621522,15.1381149314837,2,"1A","26-35"
33,31,16.4681844868847,377.398177355812,13.4652097342907,2,"1A","26-35"
33,32,18.8838797973397,387.194365606945,9.79618825113249,2,"1A","26-35"
33,33,29.3993072555171,398.977932262224,11.7835666552791,2,"1A","26-35"
36,1,0.377356096082576,11.6077511822661,11.6077511822661,3,"1A","36-45"
36,2,0.7591199308347,23.7351522058963,12.1274010236301,3,"1A","36-45"
