"model","initial_nBites","initial_Emax","nBites","Emax","nSim","initial_theta","theta","initial_r","r","min_n2ll","u95CI_r","u95CI_r_n2ll","u95CI_r_chisq","u95CI_r_chisq.p","l95CI_r","l95CI_r_n2ll","l95CI_r_chisq","l95CI_r_chisq.p","u95CI_theta","u95CI_theta_n2ll","u95CI_theta_chisq","u95CI_theta_chisq.p","l95CI_theta","l95CI_theta_n2ll","l95CI_theta_chisq","l95CI_theta_chisq.p","r_fit","theta_fit"
"FPM_Time",85,136.238096029025,85,136.238096029025,1,18.2638212216877,17.4737451747048,0.282119600483316,0.311185670508262,208.384531093701,0.310342573039772,212.224332166444,3.83980107274277,0.0500494589803561,0.284573026048244,212.213206044076,3.82867495037473,0.0503827480912776,19.300424029105,212.217494822776,3.83296372907554,0.0502539984104631,17.2641300181037,212.218527187742,3.83399609404077,0.0502230586355465,FALSE,TRUE
"FPM_Time",51,150.754191245457,51,150.754191245457,1,10.7416531154222,11.0169212044566,0.168459725043167,0.166728510634165,125.030718320847,0.17044063405794,128.878290784608,3.84757246376091,0.0498180451415939,0.150362330273616,128.874142229535,3.84342390868875,0.0499414384001138,11.4599215013554,128.87787352917,3.84715520832307,0.0498304412681463,10.0736428181146,128.905711780625,3.87499345977801,0.0490105007907425,TRUE,TRUE
"FPM_Time",32,88.5205459230377,32,88.5205459230377,1,9.13146793301101,9.81629989851673,-0.0333335580311762,-0.0495104666146102,78.4506468692766,-0.0239518966849489,82.2843467276166,3.83369985833998,0.0502319347012549,-0.0463796037220209,82.2878398099304,3.83719294065379,0.0501273773871388,9.71739302787551,82.2847495697188,3.83410270044216,0.0502198648095673,8.56803300174914,82.2847924741276,3.83414560485102,0.0502185794950246,TRUE,TRUE
"FPM_Time",80,116.5216523337,80,116.5216523337,1,28.3742456677156,26.6376573964333,0.826059329243304,0.905872601768763,196.126626879658,0.900760521652693,199.965676584589,3.83904970493109,0.05007189309372,0.807348416056089,199.962209903651,3.83558302399288,0.0501755379056936,30.3930184465553,199.952739427287,3.82611254762961,0.050459838073195,26.4457043863562,199.953849164711,3.82722228505349,0.0504264362881509,TRUE,TRUE
"FPM_Time",34,122.344157106011,34,122.344157106011,1,16.4707375280622,15.7991561377857,0.238378602886166,0.248232817690144,83.3538121025916,0.260837865479638,87.17858976707,3.82477766447838,0.0505000474640468,0.212960453897858,87.186683003171,3.83287090057939,0.0502567814491001,17.434500536526,87.1841737699514,3.83036166735984,0.0503320710914127,15.5422948702526,87.1846432759539,3.83083117336231,0.0503179744850236,TRUE,TRUE
"FPM_Time",49,108.394682647222,49,108.394682647222,1,5.40896494061268,5.82952672692181,0.0989562378355325,0.084739230294318,120.127552733907,0.0934671702339572,123.969659991672,3.84210725776524,0.0499806679059264,0.0822532996539981,123.966651184172,3.83909845026507,0.0500704373479848,5.90582559513665,123.972627336692,3.84507460278533,0.0498923020610116,4.94903781798831,123.984704928508,3.85715219460108,0.0495343377356879,FALSE,TRUE
"FPM_Time",56,143.588375429052,56,143.588375429052,1,5.19898190142675,5.19563612170647,0.645528635414902,0.637794048329246,137.288631594769,0.661490394311402,141.128962743793,3.84033114902391,0.0500336385123062,0.622713364419997,141.120249286944,3.83161769217517,0.0502943691279765,5.60077371359786,141.125509410687,3.83687781591772,0.0501368004700845,4.82056727204614,141.103015718178,3.81438412340901,0.0508142828856707,TRUE,TRUE
"FPM_Time",41,21.4536458232205,41,21.4536458232205,1,9.00124627892826,10.8357125595503,0.620032401160625,0.528162123454554,100.51489095036,1.13043907669284,104.395647636359,3.88075668599971,0.0488425394971403,-0.0267228651247713,104.362259252971,3.84736830261174,0.0498241101016743,13.6006621421437,104.412870079716,3.89797912935616,0.0483442266253619,5.55444953101002,104.387183575407,3.87229262504775,0.049089422672926,TRUE,TRUE
"FPM_Time",71,126.76619585219,71,126.76619585219,1,19.7973718426838,19.2970745754187,0.116403690327861,0.118399447481365,174.062372160648,0.126966824865996,177.919314162286,3.85694200163857,0.0495405443338841,0.0865353437595115,177.911592010864,3.84921985021603,0.0497691352067672,21.1614882574437,177.910363646957,3.84799148630901,0.0498055997950804,19.0522022654941,177.904344050179,3.84197188953115,0.0499847030367484,TRUE,TRUE
"FPM_Time",62,112.389047259631,62,112.389047259631,1,37.7983451286446,35.4728270982352,0.142249792408577,0.207098798633535,151.998128151471,0.209642465533045,155.849428266251,3.85130011478043,0.0497074458401974,0.103022636090647,155.861840243145,3.8637120916741,0.0493410486750451,40.6710144595898,155.864093304329,3.86596515285828,0.0492748455690916,35.0580354078606,155.861260843269,3.86313269179757,0.0493580887247584,TRUE,TRUE
"FPM_Time",40,51.1264397725963,40,51.1264397725963,1,18.4186969545504,17.7777450391532,0.499128972315474,0.610760767318372,98.0633095672716,0.733898775080623,101.906009775485,3.84270020821296,0.0499629969679366,0.269349988778085,101.905443330132,3.84213376286078,0.0499798778677452,22.0297869130787,101.945998403256,3.8826888359844,0.0487863657641171,15.215000003576,101.937392819863,3.87408325259116,0.0490370832426152,TRUE,TRUE
"FPM_Time",61,138.28651698619,61,138.28651698619,1,33.0961988341277,34.162078462735,0.343151030811453,0.303752266135509,149.546545036863,0.382056770028863,153.402543409035,3.85599837217188,0.0495684180400021,0.288941760063296,153.392596399574,3.84605136271077,0.0498632508292949,35.3377019786171,153.406740242417,3.86019520555408,0.0494445753724142,30.9486678716915,153.40588455314,3.85933951627641,0.0494697990126686,TRUE,TRUE
"FPM_Time",58,157.440605192271,58,157.440605192271,1,11.6585396750703,10.9598237230453,0.644834593918765,0.676439478197791,142.191797742689,0.679229900121192,146.037093179255,3.84529543656575,0.0498857323595563,0.636758610196242,146.03405981745,3.84226207476095,0.0499760534576232,12.5819358103454,146.040536747119,3.8487390044296,0.0497834059904899,10.7820474611497,146.039930737543,3.84813299485353,0.0498013976060232,TRUE,TRUE
"FPM_Time",45,18.0817392917552,45,18.0817392917552,1,10.6945512447377,10.1527046725678,0.274846926244177,0.108571220065328,110.321221822708,0.921663271757468,114.15552557581,3.83430375310238,0.0502138420479522,-0.343978553074855,114.155157120667,3.83393529795933,0.0502248801241976,14.9425736231061,114.119913790972,3.79869196826402,0.0512926378301093,7.30914391503641,114.134951857008,3.81373003430012,0.0508341274432671,TRUE,TRUE
"FPM_Time",52,172.14590205502,52,172.14590205502,1,29.8871907267187,28.471202487947,0.322914178118938,0.352131061359835,127.482300789807,0.353810096931092,131.32675497272,3.8444541829133,0.0499107641535266,0.300758017506333,131.318574620006,3.83627383019882,0.0501548665110676,31.5761452489844,131.33881250357,3.85651171376341,0.0495532524782089,28.2580371919222,131.337800505229,3.85549971542227,0.0495831544644944,TRUE,TRUE
