"model","nBites","Emax","nSim","initial_int","int","initial_linear","linear","initial_quad","quad","min_n2ll","u95CI_int","u95CI_int_n2ll","u95CI_int_chisq","u95CI_int_chisq.p","l95CI_int","l95CI_int_n2ll","l95CI_int_chisq","l95CI_int_chisq.p","u95CI_linear","u95CI_linear_n2ll","u95CI_linear_chisq","u95CI_linear_chisq.p","l95CI_linear","l95CI_linear_n2ll","l95CI_linear_chisq","l95CI_linear_chisq.p","u95CI_quad","u95CI_quad_n2ll","u95CI_quad_chisq","u95CI_quad_chisq.p","l95CI_quad","l95CI_quad_n2ll","l95CI_quad_chisq","l95CI_quad_chisq.p","u95CI_quD_chisq.p","ID","int_fit","linear_fit","quad_fit"
"Kissileff_Time",21,22.1319039482793,1,-12.0131995145501,-1.44302439842258,-0.739569836779182,-4.3401502010073,0.520092976672293,0.810210002976426,51.4832374181258,31.389781558076,NA,NA,NA,-68.9906964813423,NA,NA,NA,-1.357570730881,NA,NA,NA,-6.62493791363733,NA,NA,NA,0.810909520221264,NA,NA,NA,0.758845747027735,NA,NA,NA,NA,1,TRUE,FALSE,FALSE
"Kissileff_Time",35,32.7857129328042,1,-4.67486219748066,-2.04563675685483,1.55025027157176,-0.0438387300354262,0.62903628083041,0.849826654563533,85.8053946853392,2.00688120342538,NA,NA,NA,-10.1109159693282,NA,NA,NA,2.8639082550872,NA,NA,NA,-1.64043807250874,NA,NA,NA,0.935250281184392,NA,NA,NA,0.619725908039672,NA,NA,NA,NA,2,TRUE,TRUE,TRUE
"Kissileff_Time",18,21.8264904253828,1,2.71571216051523,2.49839554907791,-2.17203336975288,-1.80675668147658,0.433316289856768,0.400442361317945,44.128489534199,21.3712903601799,NA,NA,NA,-16.0359613434053,NA,NA,NA,3.18812602324163,NA,NA,NA,-7.59094614286669,NA,NA,NA,0.446180537612044,NA,NA,NA,0.235038818623564,NA,NA,NA,NA,3,TRUE,TRUE,TRUE
"Kissileff_Time",55,19.9333913570836,1,-2.92965942251281,-0.348163141408031,0.518236041694491,0.0303982248955502,0.0629524493889171,0.0892825549797336,134.837056895718,5.28563466679387,NA,NA,NA,-3.11961744849565,NA,NA,NA,0.538901755053807,NA,NA,NA,-0.759663331655055,NA,NA,NA,0.108666545430459,NA,NA,NA,0.0651787567998133,NA,NA,NA,NA,4,TRUE,TRUE,FALSE
"Kissileff_Time",72,66.145591635579,1,0.250496451058519,3.5729588159818,0.836303385174602,-0.363114715362178,0.485540214649016,0.575615886000047,176.513954906031,4.27802587651828,NA,NA,NA,-1.8807111977868,NA,NA,NA,2.04482678054686,NA,NA,NA,-0.525118126596484,NA,NA,NA,0.590400333546726,NA,NA,NA,0.493842977516208,NA,NA,NA,NA,5,TRUE,TRUE,FALSE
"Kissileff_Time",59,5.34490219010316,1,-4.14171533806802,8.75484988009181,-1.68584738640501,-3.90812130886728,0.197294963923829,0.298113456993384,144.643383051894,107.128380551849,NA,NA,NA,-2.1291753177735,NA,NA,NA,17.8968950807896,NA,NA,NA,-7.61138483203902,NA,NA,NA,0.429643831349856,NA,NA,NA,0.185687531836181,NA,NA,NA,NA,6,FALSE,TRUE,TRUE
"Kissileff_Time",56,32.0708191883817,1,0.385288468069425,18.1534060170036,-3.52121519567591,-8.48756879739623,0.770946644719459,1.10274319363512,137.288631637179,19.9423878753256,NA,NA,NA,-19.5970337652066,NA,NA,NA,-4.40076607080738,NA,NA,NA,-9.21177083111387,NA,NA,NA,1.13128343524652,NA,NA,NA,0.799352081308185,NA,NA,NA,NA,7,TRUE,FALSE,FALSE
"Kissileff_Time",79,32.3743628642039,1,-3.04287976959157,4.64274746999056,-0.942461758662574,-4.5118988590012,1.0081016454931,1.41719526973044,193.675033919765,7.42674912841255,NA,NA,NA,-6.39351907465525,NA,NA,NA,3.87790383507134,NA,NA,NA,-5.74012628046669,NA,NA,NA,1.52459619534782,NA,NA,NA,1.12828969308799,NA,NA,NA,NA,8,TRUE,TRUE,FALSE
"Kissileff_Time",54,31.4332816829818,1,0.199014211116276,2.65183542397542,1.4966255867074,-0.0427537390338029,0.366276286817891,0.544274880296299,132.385466134263,2.82642545609206,NA,NA,NA,-2.25112013426781,NA,NA,NA,2.27062896978987,NA,NA,NA,0.105082884623112,NA,NA,NA,0.530449989290089,NA,NA,NA,0.432106991049908,NA,NA,NA,NA,9,TRUE,TRUE,FALSE
"Kissileff_Time",87,103.794721603951,1,0.111723963180514,-1.36534340966643,0.576524719737103,1.02459644352907,0.474785097643841,0.453436812815933,213.287695637818,4.54561486079207,NA,NA,NA,-3.87350258025359,NA,NA,NA,1.6905359430569,NA,NA,NA,-0.322308761568309,NA,NA,NA,0.483552620799865,NA,NA,NA,0.429774263101743,NA,NA,NA,NA,10,TRUE,TRUE,TRUE
"Kissileff_Time",44,89.9653402126971,1,-15.4919956842351,-8.74089986570625,2.01362308956077,-0.129547139144051,0.83427371243591,0.982760675487351,107.869640314919,-7.17610497090495,NA,NA,NA,-23.0948779495057,NA,NA,NA,2.96642936645373,NA,NA,NA,-0.460408696211088,NA,NA,NA,1.00888182468919,NA,NA,NA,0.907419196567835,NA,NA,NA,NA,11,TRUE,TRUE,FALSE
"Kissileff_Time",41,10.2825092693725,1,0.788306695906323,-2.68037525180364,-2.45243843673375,-1.4571319820867,0.23744793062888,0.183188349231177,100.514891733586,145.590226797874,NA,NA,NA,-34.3015122408757,NA,NA,NA,1.6169227183036,NA,NA,NA,-7.96876553895908,NA,NA,NA,0.243147396656311,NA,NA,NA,0.156157177427398,NA,NA,NA,NA,12,TRUE,TRUE,TRUE
"Kissileff_Time",47,69.5485578184192,1,0.0643645363582057,2.23945344312073,-0.774443347670751,-1.48654749442107,0.399370338981877,0.439371038702099,115.224391414882,5.31211826590933,NA,NA,NA,-5.30179198403596,NA,NA,NA,-0.155104443392992,NA,NA,NA,-1.98074512285402,NA,NA,NA,0.452903753070849,NA,NA,NA,0.400923310140579,NA,NA,NA,NA,13,TRUE,TRUE,FALSE
"Kissileff_Time",31,132.01778501991,1,-0.185070515606185,0.676455345922916,2.30795689900372,2.32802225650314,0.794699042948922,0.784440865828147,75.9990685691557,4.35815701490876,NA,NA,NA,-3.75386104337871,NA,NA,NA,3.38433154742259,NA,NA,NA,0.823673032392543,NA,NA,NA,0.884220471504167,NA,NA,NA,0.724209740364112,NA,NA,NA,NA,14,TRUE,TRUE,TRUE
"Kissileff_Time",29,66.712514086944,1,-1.48274597519522,2.34499153379824,-0.0661526495577096,-1.37504476778669,0.566198450557997,0.665158173468524,71.0958987777036,2.82700461336547,NA,NA,NA,-7.00702279929328,NA,NA,NA,-1.0629101589766,NA,NA,NA,-1.35507596818134,NA,NA,NA,0.655745143185503,NA,NA,NA,0.621387313827048,NA,NA,NA,NA,15,TRUE,FALSE,FALSE
"Kissileff_Time",27,29.8513348589119,1,1.08837702406094,13.6123990670879,-3.09490935774055,-7.83068182698863,1.04180002982299,1.4680184897892,66.1927340707265,18.5466796868137,NA,NA,NA,-16.0204951310495,NA,NA,NA,-3.48485336420405,NA,NA,NA,-10.1166072123495,NA,NA,NA,1.72309483104522,NA,NA,NA,1.41255908048611,NA,NA,NA,NA,16,TRUE,FALSE,FALSE
"Kissileff_Time",62,60.3342346070453,1,0.120316502132851,3.15631622831746,1.28660297092772,0.318986109293754,0.413452434925999,0.477944161899296,151.998128387125,3.95563376766733,NA,NA,NA,-2.95056496077899,NA,NA,NA,2.5782037908036,NA,NA,NA,-0.06880737742586,NA,NA,NA,0.513137109183415,NA,NA,NA,0.380729145366344,NA,NA,NA,NA,17,TRUE,TRUE,TRUE
"Kissileff_Time",10,98.2771488617102,1,6.91504965303463,5.44379428550345,1.76978241761388,2.35264417729145,0.823319605072917,0.769553090415762,29.3558177363306,8.58618263227368,NA,NA,NA,2.30091689103778,NA,NA,NA,3.56585896139418,NA,NA,NA,1.13952585161508,NA,NA,NA,0.874752608210734,NA,NA,NA,0.664338553130521,NA,NA,NA,NA,18,TRUE,TRUE,TRUE
"Kissileff_Time",65,52.4998461730993,1,-9.23733374197511,15.2938515202259,-3.07239976203501,-9.29740025064676,0.867272816796441,1.24693283397547,159.352879862855,21.0863770689852,NA,NA,NA,-38.6726616811515,NA,NA,NA,4.29918777617902,NA,NA,NA,-10.6576652389479,NA,NA,NA,1.33213094003565,NA,NA,NA,0.668464552822708,NA,NA,NA,NA,19,TRUE,TRUE,TRUE
"Kissileff_Time",35,82.9465028855468,1,-0.0059842036170199,2.81225495310159,0.234403364345594,-0.504374140725445,0.498548854659666,0.53612851633225,85.8053947163745,3.54585754104771,NA,NA,NA,-3.57683846788095,NA,NA,NA,1.10946915115662,NA,NA,NA,-0.765212942792211,NA,NA,NA,0.55849992613803,NA,NA,NA,0.534222584090914,NA,NA,NA,NA,20,TRUE,TRUE,FALSE
"Kissileff_Time",4,92.1766287586091,1,-4.62599479073945,7.3177094719037,-0.372030407692897,-3.06559110120204,1.59057485456882,1.67047813303534,11.9368247554987,37.0293063485122,NA,NA,NA,-21.9904674524821,NA,NA,NA,5.59491848560246,NA,NA,NA,-11.8643797645688,NA,NA,NA,1.82831488642438,NA,NA,NA,1.30380661138969,NA,NA,NA,NA,21,TRUE,TRUE,TRUE
"Kissileff_Time",22,98.1731070128667,1,-0.594984115234022,5.50409954336644,-3.2406352479822,-4.72417485283655,1.08739531866169,1.17100949741072,53.9348196939478,7.29438885728273,NA,NA,NA,-11.6303843398391,NA,NA,NA,-3.48049456676363,NA,NA,NA,-5.96278974623496,NA,NA,NA,1.22468861303841,NA,NA,NA,1.11446326955082,NA,NA,NA,NA,22,TRUE,FALSE,FALSE
"Kissileff_Time",32,43.4125276731383,1,-2.74022475704822,5.98070883753413,-1.31602599611447,-3.5598020722284,0.443769634381586,0.573805238017115,78.4506465693669,13.5408546200663,NA,NA,NA,-18.1229685372828,NA,NA,NA,1.84365550823748,NA,NA,NA,-5.24471238418896,NA,NA,NA,0.669471334371361,NA,NA,NA,0.500795899399656,NA,NA,NA,NA,23,TRUE,TRUE,FALSE
"Kissileff_Time",13,15.7134974862967,1,-4.06344346168614,5.59567674533083,-2.61852702096424,-4.12880649470958,0.487949245081966,0.534276391396835,31.8705757319328,116.924411421608,NA,NA,NA,-109.29196139087,NA,NA,NA,21.42198602557,NA,NA,NA,-19.3435947462192,NA,NA,NA,0.80743124372464,NA,NA,NA,-0.927849420179537,NA,NA,NA,NA,24,TRUE,TRUE,TRUE
"Kissileff_Time",61,92.3590771707704,1,1.17956366558287,4.47525865480331,-2.83355655641678,-3.67339522778618,1.31466983158054,1.37553304862954,149.546546903097,7.12314373241325,NA,NA,NA,-5.16505939857541,NA,NA,NA,-0.718309021377346,NA,NA,NA,-4.21957122506232,NA,NA,NA,1.39481629058807,NA,NA,NA,1.35554292858425,NA,NA,NA,NA,25,TRUE,TRUE,FALSE
"Kissileff_Time",34,7.0187089999142,1,-5.94652211796019,11.5980967546846,-1.53571925667402,-3.48572774399618,0.170550876771189,0.214870790787755,83.3538119801193,107.914497822125,NA,NA,NA,-380.836590672996,NA,NA,NA,36.7726916508756,NA,NA,NA,-7.98759957966982,NA,NA,NA,0.508703490332469,NA,NA,NA,0.20622980115877,NA,NA,NA,NA,26,TRUE,TRUE,FALSE
"Kissileff_Time",68,46.2206408107246,1,0.100958816037357,1.6887719135989,0.986700609581506,0.486725723321881,0.95669908813504,0.969287880027232,166.707624476629,4.10132567150182,NA,NA,NA,1.12972268291461,NA,NA,NA,3.38465879818398,NA,NA,NA,-1.38114236543632,NA,NA,NA,1.25897528907114,NA,NA,NA,0.751208137391725,NA,NA,NA,NA,27,FALSE,TRUE,TRUE
"Kissileff_Time",29,4.46791702802443,1,-5.68836987303537,10.0785883502711,-0.832495558780423,-2.95646651687818,0.122606750185534,0.18623565574077,71.0958984620539,103.260794666482,NA,NA,NA,-438.412044885283,NA,NA,NA,34.0268931151534,NA,NA,NA,-45.8711109740369,NA,NA,NA,0.7958372181523,NA,NA,NA,-0.477300997986461,NA,NA,NA,NA,28,TRUE,TRUE,TRUE
"Kissileff_Time",106,88.2940413844098,1,-0.371241269811193,9.6238722697708,-3.47431571240525,-6.07666362610497,0.904976559220779,1.06017893746906,259.867775766875,11.762486057518,NA,NA,NA,-12.6255813688418,NA,NA,NA,-0.745505732881847,NA,NA,NA,-6.46413588861818,NA,NA,NA,1.0791779562042,NA,NA,NA,0.871877780979394,NA,NA,NA,NA,29,TRUE,TRUE,TRUE
"Kissileff_Time",54,35.3256062620402,1,-12.7949463865784,-9.19331291465546,2.35567194160713,0.9629879536542,0.370582239502321,0.505216570754941,132.38548614154,3.06306043573956,NA,NA,NA,-28.3819326926964,NA,NA,NA,7.56110365465028,NA,NA,NA,-2.89403319773025,NA,NA,NA,0.550900457105138,NA,NA,NA,0.0541107382078532,NA,NA,NA,NA,30,TRUE,TRUE,TRUE
"Kissileff_Time",74,16.4079845683611,1,1.0232492857843,5.67967258388424,-2.96462127572209,-3.7876918697247,0.4790877119096,0.518950955115528,181.417123312292,6.80279171881423,NA,NA,NA,-14.9113197966753,NA,NA,NA,-1.27057511486245,NA,NA,NA,-4.34194673403667,NA,NA,NA,0.791584171829217,NA,NA,NA,0.460053737858156,NA,NA,NA,NA,31,TRUE,TRUE,TRUE
"Kissileff_Time",33,26.7270409336863,1,-14.1446806010456,1.03377917522782,0.411061956843483,-3.54171695116476,0.340578810978794,0.582231825326292,80.9022309722447,6.13391516470598,NA,NA,NA,-46.2811430071296,NA,NA,NA,9.90955675095987,NA,NA,NA,-4.29910622989569,NA,NA,NA,0.634887936134895,NA,NA,NA,0.472300658511952,NA,NA,NA,NA,32,TRUE,TRUE,FALSE
