"model","initial_nBites","initial_Emax","nBites","Emax","nSim","initial_int","int","initial_linear","linear","initial_quad","quad","min_n2ll","u95CI_int","u95CI_int_n2ll","u95CI_int_chisq","u95CI_int_chisq.p","l95CI_int","l95CI_int_n2ll","l95CI_int_chisq","l95CI_int_chisq.p","u95CI_linear","u95CI_linear_n2ll","u95CI_linear_chisq","u95CI_linear_chisq.p","l95CI_linear","l95CI_linear_n2ll","l95CI_linear_chisq","l95CI_linear_chisq.p","u95CI_quad","u95CI_quad_n2ll","u95CI_quad_chisq","u95CI_quad_chisq.p","l95CI_quad","l95CI_quad_n2ll","l95CI_quad_chisq","l95CI_quad_chisq.p","u95CI_quD_chisq.p","ID","int_fit","linear_fit","quad_fit"
"Kissileff_Time",44,95.6261122505287,44,95.6261122505287,1,-6.09441803281111,-7.20282357877135,1.47381573751928,2.11589743201287,0.911136704270212,0.86005858746098,107.869639036989,-2.7496755666252,NA,NA,NA,-13.525759143892,NA,NA,NA,3.97450494945165,NA,NA,NA,1.12694882912488,NA,NA,NA,0.875897473745848,NA,NA,NA,0.842069310712734,NA,NA,NA,NA,1,TRUE,TRUE,FALSE
"Kissileff_Time",38,96.1273790546732,38,96.1273790546732,1,-3.82063546171093,-0.0436946177359221,0.958932032013374,-0.903618706512865,1.3350969947374,1.52847019572224,93.1601431079296,1.38636225485704,NA,NA,NA,-2.32636783723062,NA,NA,NA,0.961644871564542,NA,NA,NA,-0.877089744627139,NA,NA,NA,1.52754134768617,NA,NA,NA,1.36295906590206,NA,NA,NA,NA,2,FALSE,TRUE,FALSE
"Kissileff_Time",62,21.6037666633882,62,21.6037666633882,1,-6.7026221237664,7.30588522143576,0.89404909046797,-3.3875223901137,0.229981494663781,0.541914179180597,151.998127948933,9.32147777293616,NA,NA,NA,-22.7300336289159,NA,NA,NA,5.78991532702459,NA,NA,NA,-4.02798039294663,NA,NA,NA,0.583154253038833,NA,NA,NA,0.196068769283595,NA,NA,NA,NA,3,TRUE,TRUE,TRUE
"Kissileff_Time",67,93.8968071766261,67,93.8968071766261,1,-5.78080263081624,1.91638913951886,-1.35954073672487,-3.88915930672676,1.51303656520609,1.71735705483902,164.256042694585,4.53192415843447,NA,NA,NA,1.48665169824986,NA,NA,NA,2.32276606131029,NA,NA,NA,-4.78547428588463,NA,NA,NA,1.80866975945821,NA,NA,NA,1.45148717186443,NA,NA,NA,NA,4,FALSE,TRUE,TRUE
"Kissileff_Time",61,36.9606305915639,61,36.9606305915639,1,0.506226217173325,7.76146023833888,-1.47567959065933,-4.45835593589485,0.76041945519821,1.03755381285013,149.546547407837,9.14733798151662,NA,NA,NA,-8.13490162905067,NA,NA,NA,1.93399833347793,NA,NA,NA,-4.8879049870308,NA,NA,NA,1.07824460712083,NA,NA,NA,0.664278659389584,NA,NA,NA,NA,5,TRUE,TRUE,TRUE
"Kissileff_Time",42,38.275126717493,42,38.275126717493,1,0.584973678461219,2.91222341806152,1.55828060817384,0.360392888466237,0.280752638278289,0.394258869660343,102.966474925715,3.86355162351927,NA,NA,NA,-2.69337287053182,NA,NA,NA,0.99168598887382,NA,NA,NA,0.132464851875788,NA,NA,NA,0.418833389151192,NA,NA,NA,0.274069130453154,NA,NA,NA,NA,6,TRUE,FALSE,TRUE
"Kissileff_Time",23,133.197390979266,23,133.197390979266,1,-0.684399464056608,3.98140943763314,-0.720446140396209,-2.09903504682537,1.91528791108159,2.01638732817365,56.3864022813979,7.01355803818928,NA,NA,NA,-8.38235141334906,NA,NA,NA,2.22688157209299,NA,NA,NA,-3.66778618336539,NA,NA,NA,2.17773005280153,NA,NA,NA,1.6591151072384,NA,NA,NA,NA,7,TRUE,TRUE,TRUE
"Kissileff_Time",65,63.2566386186042,65,63.2566386186042,1,-4.51497086321326,1.34736821325894,0.714546146366569,-1.76558520814091,1.1499208958233,1.40423149250297,159.352875890211,3.59091613820865,NA,NA,NA,-8.43865396631938,NA,NA,NA,0.851747904838521,NA,NA,NA,-2.63894779507631,NA,NA,NA,1.50377005188853,NA,NA,NA,1.33801343548222,NA,NA,NA,NA,8,TRUE,TRUE,FALSE
"Kissileff_Time",8,152.194560121185,8,152.194560121185,1,10.7435399563529,10.9206539408498,-0.0482764900056587,-0.0880433271928163,1.26275870595016,1.25464812786658,19.6126616588968,18.0147838612188,NA,NA,NA,7.17371738558024,NA,NA,NA,2.28420009068679,NA,NA,NA,-1.20059611959804,NA,NA,NA,1.41615075459733,NA,NA,NA,1.10088102117024,NA,NA,NA,NA,9,TRUE,TRUE,TRUE
"Kissileff_Time",53,21.1812225171956,53,21.1812225171956,1,-2.6415070301448,8.05636434968817,-0.0558831490826162,-4.26030679312658,0.406278584846774,0.789936540561974,129.933883386476,10.0230085485031,NA,NA,NA,-15.3059948613733,NA,NA,NA,3.61833877493602,NA,NA,NA,-4.92063293719792,NA,NA,NA,0.851793260667105,NA,NA,NA,0.183838557249289,NA,NA,NA,NA,10,TRUE,TRUE,TRUE
