"model","initial_nBites","initial_Emax","nBites","Emax","nSim","initial_theta","theta","initial_r","r","min_n2ll","u95CI_r","u95CI_r_n2ll","u95CI_r_chisq","u95CI_r_chisq.p","l95CI_r","l95CI_r_n2ll","l95CI_r_chisq","l95CI_r_chisq.p","u95CI_theta","u95CI_theta_n2ll","u95CI_theta_chisq","u95CI_theta_chisq.p","l95CI_theta","l95CI_theta_n2ll","l95CI_theta_chisq","l95CI_theta_chisq.p","r_fit","theta_fit"
"FPM_Time",85,136.238096029025,85,136.238096029025,1,18.2638212216877,18.3467956145157,0.282119600483316,0.270542846687228,208.384530674468,0.307131842636598,212.231702693104,3.84717201863637,0.0498299417921968,0.259365135765418,212.224522709387,3.83999203491911,0.0500437589821749,19.481008227683,212.235370134489,3.85083946002155,0.0497210993955745,16.9716538472948,212.233862951564,3.84933227709618,0.0497657991685394,TRUE,TRUE
"FPM_Time",51,150.754191245457,51,150.754191245457,1,10.7416531154222,11.0179969082039,0.168459725043167,0.166729555671082,125.030719049213,0.163543260866311,128.880815502514,3.85009645330126,0.0497431300583124,0.150216831866274,128.871713576839,3.84099452762575,0.0500138469946777,11.4583281521049,128.877925086426,3.84720603721286,0.0498289310324064,10.0533122181548,128.894780087323,3.86406103810936,0.049330789218841,FALSE,TRUE
"FPM_Time",32,88.5205459230377,32,88.5205459230377,1,9.13146793301101,9.82195444403877,-0.0333335580311762,-0.0508312187688816,78.4506514722781,-0.0184173759038532,82.2931991298833,3.84254765760512,0.0499675426063008,-0.0552837932209653,82.2905177248419,3.83986625256379,0.0500475133616279,9.96567131063373,82.3017589310761,3.85110745879791,0.0497131555763392,8.34017172589575,82.3007102054584,3.85005873318029,0.0497442487609827,TRUE,TRUE
"FPM_Time",80,116.5216523337,80,116.5216523337,1,28.3742456677156,26.5318514994457,0.826059329243304,0.907967887910353,196.126622762398,0.901166403802317,199.966033891738,3.83941112933948,0.0500611004668067,0.889519441223096,199.963261752129,3.83663898973063,0.0501439432666895,30.3629088859764,199.930230961905,3.8036081995071,0.0511422627762435,26.4399634605019,199.954507482473,3.82788472007442,0.0504065089158049,FALSE,TRUE
"FPM_Time",34,122.344157106011,34,122.344157106011,1,16.4707375280622,15.8102545135039,0.238378602886166,0.247839258728711,83.3538121179515,0.260144343513094,87.1854530034599,3.83164088550835,0.0502936732168793,0.216521427592727,87.1884020613592,3.83458994340766,0.0502052702076828,17.4292716485331,87.1842004434345,3.83038832548296,0.0503312705871918,15.5427274174393,87.1846889243672,3.8308768064156,0.0503166046053555,TRUE,TRUE
"FPM_Time",49,108.394682647222,49,108.394682647222,1,5.40896494061268,5.83335530381009,0.0989562378355325,0.0849799608808293,120.127554156717,0.0938703231727555,123.967085693851,3.83953153713382,0.0500575054713532,0.0833612854298046,123.971002434705,3.84344827798786,0.0499407126255742,5.90569307534543,123.972931011368,3.84537685465114,0.0498833104402924,4.98841737495643,123.945714969336,3.81816081261876,0.0506998611053827,FALSE,TRUE
"FPM_Time",56,143.588375429052,56,143.588375429052,1,5.19898190142675,5.10000177382987,0.645528635414902,0.643898338194405,137.288631574585,0.646082600840814,141.125766386316,3.83713481173069,0.0501291154585684,0.61418008330159,141.130861206756,3.8422296321715,0.0499770203984892,5.72406972299043,141.133703275062,3.84507170047712,0.049892388409406,4.72195132851389,141.137888171735,3.8492565971496,0.0497680447905171,TRUE,TRUE
"FPM_Time",41,21.4536458232205,41,21.4536458232205,1,9.00124627892826,10.9116884267132,0.620032401160625,0.516911965322711,100.514891121294,1.30616514347575,104.362887298135,3.84799617684175,0.0498054605006313,0.14756303731834,104.350298852157,3.83540773086347,0.0501807847356528,12.2393518848063,104.32229858819,3.80740746689681,0.0510263721786242,5.54146819865795,104.387043488058,3.87215236676437,0.0490935248651028,TRUE,TRUE
"FPM_Time",71,126.76619585219,71,126.76619585219,1,19.7973718426838,19.5051704714236,0.116403690327861,0.112993420356216,174.062390494019,0.124917207873979,177.915432063451,3.85304156943263,0.0496558658542583,0.0857545438253445,177.905779932557,3.84338943853859,0.0499424650205753,21.1547771683061,177.913793131137,3.8514026371183,0.0497044076730013,18.4857337979544,177.912805306871,3.85041481285239,0.0497336892152094,TRUE,TRUE
"FPM_Time",62,112.389047259631,62,112.389047259631,1,37.7983451286446,39.3240664249738,0.142249792408577,0.124722885090063,151.998131465269,0.185550867433575,155.851620255387,3.8534887901175,0.0496426287924027,0.0695734915457435,155.838974981008,3.8408435157389,0.0500183516198172,40.6509931751066,155.863435399718,3.86530393444809,0.0492942648316574,35.0358621918071,155.861494034491,3.86336256922166,0.0493513273259822,TRUE,TRUE
