"model","nBites","Emax","nSim","initial_int","int","initial_linear","linear","initial_quad","quad","min_n2ll","rmse_timing","rmse_timing_nNA","rmse_intake","rmse_intake_nNA","ID"
"Kissileff_Time",44,95.6261122505287,1,-6.09441803281111,-4.2900570984174,1.47381573751928,0.876144615686516,0.911136704270212,0.945894702558316,107.86963971815,0.0445504523383135,0,0.608720181919413,0,1
"Kissileff_Time",38,96.1273790546732,1,-3.82063546171093,0.920358738358393,0.958932032013374,-0.692716468897315,1.3350969947374,1.47785267928729,93.1601428046676,0.120634107954796,0,0.672230570563941,0,2
"Kissileff_Time",62,21.6037666633882,1,-6.7026221237664,7.31305654975682,0.89404909046797,-3.43507050850137,0.229981494663781,0.546895049942622,151.998130787292,1.19973140724605,5,0.709578905554271,0,3
"Kissileff_Time",67,93.8968071766261,1,-5.78080263081624,2.37932367505943,-1.35954073672487,-4.07064184564247,1.51303656520609,1.72331174035873,164.256046072195,0.109410454359321,0,0.677921240122013,0,4
"Kissileff_Time",61,36.9606305915639,1,0.506226217173325,5.1144681584891,-1.47567959065933,-2.76230895950595,0.76041945519821,0.841976452745928,149.546548703776,0.649929954132069,4,0.71653770781977,0,5
"Kissileff_Time",42,38.275126717493,1,0.584973678461219,2.84628009433435,1.55828060817384,0.391910895176423,0.280752638278289,0.389981508715733,102.966476060734,0.260249105758117,3,0.702603760887283,0,6
"Kissileff_Time",23,133.197390979266,1,-0.684399464056608,-2.23877785197674,-0.720446140396209,-0.233425151404611,1.91528791108159,1.87835882059444,57.6433543662192,0.021371121584081,0,0.203008423476419,0,7
"Kissileff_Time",65,63.2566386186042,1,-4.51497086321326,2.38342845694871,0.714546146366569,-2.31042806794007,1.1499208958233,1.44878609015734,159.352875913639,0.264628064319785,1,0.699900698109135,0,8
"Kissileff_Time",8,152.194560121185,1,10.7435399563529,9.20117580464305,-0.0482764900056587,0.0482676503114755,1.26275870595016,1.28755506316391,35.3925777663454,0.0696692309525537,0,1.24898479275466,0,9
"Kissileff_Time",53,21.1812225171956,1,-2.6415070301448,8.02009661814125,-0.0558831490826162,-4.24673968554178,0.406278584846774,0.793034272326749,129.93388380399,0.978614927822434,5,0.710327020032161,0,10
"Kissileff_Time",67,15.1687310351554,1,-3.90611046214477,0.964047131910842,-2.47279988258219,-3.05600097248918,0.219780726086935,0.233707762660042,164.256041626421,0.175277770230445,0,0.711639320628645,0,11
"Kissileff_Time",16,79.3629606088704,1,2.17927940477181,2.50062338918826,-1.125390901428,-1.39603187957092,0.937927647343655,0.959326560065415,39.2253238059861,0.0456583930775521,0,0.443487258948871,0,12
"Kissileff_Time",56,38.7450423799015,1,-4.4539245111986,-0.739292006158916,1.26107387891946,0.733526214327384,0.012004612865076,0.0274532588796918,137.288631579746,0.586145243687957,0,0.697289415285922,0,13
"Kissileff_Time",55,50.9821152735727,1,-5.12699441129156,6.1937574262897,-3.42792014900957,-6.1651234135202,0.62078610141893,0.775816314446714,134.837049271207,0.0728871845879429,0,0.690465554839025,0,14
"Kissileff_Time",14,19.7258296941535,1,-5.51006495812878,1.5096832043152,-3.10558429688622,-5.49776793866783,0.551631144984455,0.725411711949174,34.3221589785141,0.113807673771969,0,0.707166697411225,0,15
"Kissileff_Time",42,33.7518800650502,1,-10.5609679962802,14.3211046274063,-3.2424836961802,-7.06893508530976,0.457431174048631,0.599515837636423,102.966473673963,0.102078606107093,0,0.699871624362105,0,16
"Kissileff_Time",24,135.909840944546,1,3.30534318401168,3.41485856099071,1.62565134922257,1.60128371652316,1.0286944954281,1.03350942822661,58.8379856887879,0.0138520292394943,0,0.228660621967612,0,17
"Kissileff_Time",10,48.6128839197507,1,4.54339178637561,9.73042723043245,-2.64732896944316,-3.41419883966776,0.308377528332656,0.335581093404755,24.5158270630314,0.0682872799178843,0,0.214413865399534,0,18
"Kissileff_Time",54,50.9672130531231,1,-5.09410627090064,11.0972183674457,-1.24831541821182,-3.71336081749422,0.245702900988532,0.3364410786541,132.385466572238,1.12258510281856,1,0.685469427632766,0,19
"Kissileff_Time",15,23.2904906760218,1,-7.9424292411195,9.96817050098248,0.511266228692509,-4.09398660498564,0.238713856719142,0.523350934625083,36.7737409859071,1.40197527566341,1,0.614138568892849,0,20
"Kissileff_Time",21,31.6595287255541,1,-12.2057821932043,1.16948120335305,0.272541903857292,-1.90312947467006,0.118493147054131,0.202530448124965,51.4832368935699,0.16073876754719,0,0.670619118664603,0,21
"Kissileff_Time",61,94.7718293944293,1,-3.24381920018743,1.49420550458006,-1.03855244743059,-2.60477869177564,1.00362122347716,1.12557528014038,149.546546772849,0.0804244455072724,0,0.683523773271746,0,22
"Kissileff_Time",70,123.274004244587,1,-5.84880096283211,-1.30078417206951,-1.15751097748228,-2.12198768828878,1.01549240365641,1.05986584601052,171.61078937247,0.083159123794173,0,0.674898704493044,0,23
"Kissileff_Time",50,66.1685720626349,1,1.25556023210171,4.85786792716031,-0.610559998980484,-2.01145395658768,0.990922392200672,1.12382466506802,122.579135354826,0.289073055701611,2,0.690249146667726,0,24
"Kissileff_Time",53,20.2125177386435,1,-2.11453055279873,-3.07408135547134,-2.33997218763834,-1.04781635919525,0.909765325908298,0.715167505166428,129.933886423614,0.150708346144632,0,0.711833614163385,0,25
"Kissileff_Time",46,37.9663681091921,1,-4.79736024323461,6.41838717415719,-0.542418060036237,-5.60949280860581,1.15307468098019,1.68775459340965,112.772804532773,0.540405111259026,2,0.677235685125005,0,26
"Kissileff_Time",56,40.6023107062609,1,-3.86992111055113,4.58467784682695,-0.412496124172048,-3.5233795270879,0.588001837114489,0.84482539043019,137.288634350964,0.445495838209794,1,0.720962114821326,0,27
"Kissileff_Time",46,72.4069327912078,1,-9.6162831448574,-5.40197858831963,0.646461899607347,-0.696717938549646,0.772610740918799,0.881282840368782,112.772810925111,0.0577209241208625,0,0.690560695820949,0,28
"Kissileff_Time",25,61.339893617757,1,1.91304034159085,1.05089075119033,0.396998186805337,0.3886826063661,0.333447856591379,0.33509720993741,61.2895679966841,0.206301917843557,0,0.801136573744238,0,29
"Kissileff_Time",84,41.1287030992624,1,0.235956834138196,6.33275839182057,-1.72900638862883,-4.48824471646815,0.879010878195861,1.15511186743692,205.932956171395,0.537234816951209,4,0.698010484234079,0,30
"Kissileff_Time",59,44.166125527853,1,3.89729735345893,12.1513116351981,-1.02920035495895,-1.12650804271509,0.011811893133429,0.0119495753674745,144.643394802733,0.537594685787922,0,0.685896512842854,0,31
