"model","nBites","Emax","nSim","initial_int","int","initial_linear","linear","initial_quad","quad","min_n2ll","rmse_timing","rmse_timing_nNA","rmse_intake","rmse_intake_nNA","ID"
"Kissileff_Time",44,95.6261122505287,1,-6.09441803281111,-1.43208256311449,1.47381573751928,0.259824315998575,0.911136704270212,0.985468367360217,107.86963903313,0.118134051214301,0,0.684320544798045,0,1
"Kissileff_Time",38,96.1273790546732,1,-3.82063546171093,-7.18558460240333,0.958932032013374,2.4129239966326,1.3350969947374,1.21251900485042,93.1601434685929,0.0518597028189714,0,0.720267479346475,0,2
"Kissileff_Time",62,21.6037666633882,1,-6.7026221237664,7.26425634700892,0.89404909046797,-3.35970841352753,0.229981494663781,0.539414035410128,151.998127734901,1.20384195130833,5,0.706920641745441,0,3
"Kissileff_Time",67,93.8968071766261,1,-5.78080263081624,2.08166952038129,-1.35954073672487,-3.87785615730695,1.51303656520609,1.70811123238853,164.256051124879,0.114843870155561,0,0.689018408913677,0,4
"Kissileff_Time",61,36.9606305915639,1,0.506226217173325,6.41548214047214,-1.47567959065933,-3.90315853679322,0.76041945519821,0.996498629154361,149.546545497037,0.632203950858149,4,0.706296137408774,0,5
"Kissileff_Time",42,38.275126717493,1,0.584973678461219,2.86451807372959,1.55828060817384,0.39009277371578,0.280752638278289,0.390438192137811,102.966476798717,0.259969762447515,3,0.6979562934563,0,6
"Kissileff_Time",23,133.197390979266,1,-0.684399464056608,2.1632999623433,-0.720446140396209,-1.27544777992631,1.91528791108159,1.93524089650832,56.386403714163,0.0730005008007984,0,0.688859096947836,0,7
"Kissileff_Time",65,63.2566386186042,1,-4.51497086321326,2.02542886609684,0.714546146366569,-1.82849009300287,1.1499208958233,1.38306190644005,159.352879314383,0.276846046854698,1,0.703272644687115,0,8
"Kissileff_Time",8,152.194560121185,1,10.7435399563529,10.8382284598141,-0.0482764900056587,-0.0618366497286663,1.26275870595016,1.26876140957104,25.053674223924,0.0183420584655341,0,0.391073417514921,0,9
"Kissileff_Time",53,21.1812225171956,1,-2.6415070301448,8.18239908294496,-0.0558831490826162,-4.20155696374231,0.406278584846774,0.777159123017332,129.933883409577,1.09004155288766,6,0.7018627286884,0,10
"Kissileff_Time",67,15.1687310351554,1,-3.90611046214477,0.849169963727232,-2.47279988258219,-3.0813801560843,0.219780726086935,0.235899466115264,164.256041267088,0.17603573704946,0,0.710897385507624,0,11
"Kissileff_Time",16,79.3629606088704,1,2.17927940477181,8.73854361578357,-1.125390901428,-3.34190279405441,0.937927647343655,1.10187954201023,39.2253281911386,0.625698871533076,1,0.789174427424566,0,12
"Kissileff_Time",56,38.7450423799015,1,-4.4539245111986,-2.05182248971235,1.26107387891946,0.819962401720609,0.012004612865076,0.0260788162266089,137.288631881767,0.447988872161187,0,0.709601761076892,0,13
"Kissileff_Time",55,50.9821152735727,1,-5.12699441129156,6.16748114957086,-3.42792014900957,-6.1695239178105,0.62078610141893,0.774264694736951,134.837050221466,0.0841501088666149,0,0.704329700140034,0,14
"Kissileff_Time",14,19.7258296941535,1,-5.51006495812878,1.38540831392387,-3.10558429688622,-5.47480856442802,0.551631144984455,0.72554719819071,34.3221582506953,0.107364885574662,0,0.676462178350019,0,15
"Kissileff_Time",42,33.7518800650502,1,-10.5609679962802,14.3134607740889,-3.2424836961802,-7.01094848449036,0.457431174048631,0.595365986820541,102.966477721048,0.109935943673482,0,0.705533747840873,0,16
"Kissileff_Time",24,135.909840944546,1,3.30534318401168,4.38241353091468,1.62565134922257,1.60921849740259,1.0286944954281,1.01523613502653,58.8379891626135,0.100365052247499,0,0.548413078004188,0,17
"Kissileff_Time",10,48.6128839197507,1,4.54339178637561,5.18183698251245,-2.64732896944316,-2.65364428372855,0.308377528332656,0.308279247039906,24.5158276084779,0.115019364392956,0,0.535715600061531,0,18
"Kissileff_Time",54,50.9672130531231,1,-5.09410627090064,11.6216170836835,-1.24831541821182,-3.8137004062874,0.245702900988532,0.339815222677151,132.385466197072,1.12153697983572,1,0.70174376458846,0,19
"Kissileff_Time",15,23.2904906760218,1,-7.9424292411195,9.80800999374346,0.511266228692509,-3.79767572558004,0.238713856719142,0.4954423553388,36.7737407633686,1.41586905119116,1,0.712102885253057,0,20
"Kissileff_Time",21,31.6595287255541,1,-12.2057821932043,10.6891129058782,0.272541903857292,-3.14558134872871,0.118493147054131,0.241840076087257,51.4832374133584,0.314942053030506,0,0.729071942757324,0,21
"Kissileff_Time",61,94.7718293944293,1,-3.24381920018743,2.75558621009348,-1.03855244743059,-2.5684467835673,1.00362122347716,1.10022899764534,149.546545289742,0.196290696753821,0,0.700992183587904,0,22
"Kissileff_Time",70,123.274004244587,1,-5.84880096283211,2.40252844265405,-1.15751097748228,-3.23950471498037,1.01549240365641,1.13910385816414,171.610793405503,0.132463310286654,0,0.723761887019649,0,23
"Kissileff_Time",50,66.1685720626349,1,1.25556023210171,4.94406282479271,-0.610559998980484,-2.11461136337559,0.990922392200672,1.1365091524621,122.579135293292,0.286067889505804,2,0.701460922711728,0,24
