"model","nBites","Emax","nSim","initial_int","int","initial_linear","linear","initial_quad","quad","min_n2ll","u95CI_int","u95CI_int_n2ll","u95CI_int_chisq","u95CI_int_chisq.p","l95CI_int","l95CI_int_n2ll","l95CI_int_chisq","l95CI_int_chisq.p","u95CI_linear","u95CI_linear_n2ll","u95CI_linear_chisq","u95CI_linear_chisq.p","l95CI_linear","l95CI_linear_n2ll","l95CI_linear_chisq","l95CI_linear_chisq.p","u95CI_quad","u95CI_quad_n2ll","u95CI_quad_chisq","u95CI_quad_chisq.p","l95CI_quad","l95CI_quad_n2ll","l95CI_quad_chisq","l95CI_quad_chisq.p","u95CI_quD_chisq.p","ID","int_fit","linear_fit","quad_fit"
"Kissileff_Time",27,34.1947177635267,1,-7.3936731696956,18.3181245971756,-1.76387993335873,-6.83427152369059,0.427131932231724,0.672599909921733,66.1927361082958,31.7460769929416,NA,NA,NA,-46.5339061498352,NA,NA,NA,6.35413836306606,NA,NA,NA,-9.88194340361888,NA,NA,NA,0.843618096561614,NA,NA,NA,0.311063338640995,NA,NA,NA,NA,1,TRUE,TRUE,TRUE
"Kissileff_Time",37,47.4680956704464,1,-6.19270203234612,10.3404951948229,-3.53748800311946,-6.58685590654694,0.575518893286391,0.7184947612495,90.7085616102981,23.9569505123311,NA,NA,NA,-36.0102475810887,NA,NA,NA,-6.40782857580677,NA,NA,NA,-9.26928012966051,NA,NA,NA,0.753354957322666,NA,NA,NA,0.588735583993088,NA,NA,NA,NA,2,TRUE,FALSE,FALSE
"Kissileff_Time",55,36.6323082584166,1,-9.49231611221697,13.8796240765443,-1.30311146864409,-4.47692358736444,0.231705775873813,0.337576120558603,134.837048843665,19.8372490072591,NA,NA,NA,-38.8221969892566,NA,NA,NA,1.24163032245829,NA,NA,NA,-5.6223982095327,NA,NA,NA,0.377367581183376,NA,NA,NA,0.233094879392111,NA,NA,NA,NA,3,TRUE,TRUE,FALSE
"Kissileff_Time",59,24.7845705184359,1,-8.25633589648717,2.17552202811468,1.4355154349544,-2.44949232733737,0.408641755852639,0.741136812957156,144.643379613156,4.5612275805066,NA,NA,NA,-20.9339591351649,NA,NA,NA,5.94239357812296,NA,NA,NA,-3.50077664301216,NA,NA,NA,0.861338331898104,NA,NA,NA,0.608943164055961,NA,NA,NA,NA,4,TRUE,TRUE,FALSE
"Kissileff_Time",81,66.8192334499171,1,-0.415441008086187,8.43109912220746,-2.39454911318971,-5.27018900677829,0.973167190141515,1.190055272564,198.578200297018,9.85301011124048,NA,NA,NA,-10.6474505181122,NA,NA,NA,0.64789282697574,NA,NA,NA,-5.6446581277838,NA,NA,NA,1.21722333026771,NA,NA,NA,1.08790562914312,NA,NA,NA,NA,5,TRUE,TRUE,FALSE
"Kissileff_Time",10,6.60722259982566,1,-5.3057417304916,7.24227881341079,-1.51086140234666,-6.38328101981079,0.388322775487963,0.829191193421285,24.5158277033778,316.040764822758,NA,NA,NA,-326.644439575105,NA,NA,NA,79.1426232413915,NA,NA,NA,-79.1383858780346,NA,NA,NA,4.70101892251932,NA,NA,NA,0.603200786917514,NA,NA,NA,NA,6,TRUE,TRUE,FALSE
"Kissileff_Time",65,50.8398570504517,1,-8.85032995479272,6.58916070015089,-3.00592881092465,-6.02839906784444,0.626707157346297,0.766509965975265,159.352880277197,25.4676940626638,NA,NA,NA,-41.3740514077123,NA,NA,NA,4.0521890693562,NA,NA,NA,-10.0640815323384,NA,NA,NA,0.916716214610045,NA,NA,NA,0.714553549390765,NA,NA,NA,NA,7,TRUE,TRUE,FALSE
"Kissileff_Time",37,108.796545223487,1,0.767353892155688,4.39008173270406,1.56659736189506,0.390685560739004,0.917156101730572,1.00064015425128,90.708563767215,5.22292250494784,NA,NA,NA,-3.68819938101244,NA,NA,NA,3.18723492333143,NA,NA,NA,-0.0541211396753654,NA,NA,NA,1.05152836562804,NA,NA,NA,0.832383039800076,NA,NA,NA,NA,8,TRUE,TRUE,TRUE
"Kissileff_Time",30,116.120262672657,1,-1.9610494187257,2.07358462877894,2.26458265840053,0.404604339540171,1.55840142848719,1.73352439869387,73.5474814055638,3.72735599113589,NA,NA,NA,-1.70123712089944,NA,NA,NA,4.32348095553513,NA,NA,NA,-0.263278665259406,NA,NA,NA,1.81064568804521,NA,NA,NA,1.58529678240473,NA,NA,NA,NA,9,FALSE,TRUE,FALSE
"Kissileff_Time",40,11.2259220086546,1,2.35044821949933,14.1497168973241,-3.35208431535192,-4.28688031525848,0.0386426921615799,0.0478031955521307,98.0633127415161,15035.431967409,NA,NA,NA,-6.69033693308372,NA,NA,NA,-3.34877719478975,NA,NA,NA,-39.2829919783952,NA,NA,NA,0.0474721522838315,NA,NA,NA,0.045024731756129,NA,NA,NA,NA,10,TRUE,TRUE,FALSE
