"model","nBites","Emax","nSim","initial_int","int","initial_linear","linear","initial_quad","quad","min_n2ll","rmse_timing","rmse_timing_nNA","rmse_intake","rmse_intake_nNA","ID"
"Kissileff_Time",44,95.6261122505287,1,-6.09441803281111,-7.20282357877135,1.47381573751928,2.11589743201287,0.911136704270212,0.86005858746098,107.869639036989,0.0562625278493495,0,0.707103305055323,0,1
"Kissileff_Time",38,96.1273790546732,1,-3.82063546171093,-0.0436946177359221,0.958932032013374,-0.903618706512865,1.3350969947374,1.52847019572224,93.1601431079296,0.0546382099371131,0,0.707138557195767,0,2
"Kissileff_Time",62,21.6037666633882,1,-6.7026221237664,7.30588522143576,0.89404909046797,-3.3875223901137,0.229981494663781,0.541914179180597,151.998127948933,1.20373156884578,5,0.707127889458283,0,3
"Kissileff_Time",67,93.8968071766261,1,-5.78080263081624,1.91638913951886,-1.35954073672487,-3.88915930672676,1.51303656520609,1.71735705483902,164.256042694585,0.105987984288079,0,0.707158619907017,0,4
"Kissileff_Time",61,36.9606305915639,1,0.506226217173325,7.76146023833888,-1.47567959065933,-4.45835593589485,0.76041945519821,1.03755381285013,149.546547407837,0.64158965902207,4,0.707036875112849,0,5
"Kissileff_Time",42,38.275126717493,1,0.584973678461219,2.91222341806152,1.55828060817384,0.360392888466237,0.280752638278289,0.394258869660343,102.966474925715,0.257075545119794,3,0.707044499033938,0,6
"Kissileff_Time",23,133.197390979266,1,-0.684399464056608,3.98140943763314,-0.720446140396209,-2.09903504682537,1.91528791108159,2.01638732817365,56.3864022813979,0.104273842251315,0,0.707088762795336,0,7
"Kissileff_Time",65,63.2566386186042,1,-4.51497086321326,1.34736821325894,0.714546146366569,-1.76558520814091,1.1499208958233,1.40423149250297,159.352875890211,0.154612381755506,0,0.707116227171436,0,8
"Kissileff_Time",8,152.194560121185,1,10.7435399563529,10.9206539408498,-0.0482764900056587,-0.0880433271928163,1.26275870595016,1.25464812786658,19.6126616588968,0.0312149890597323,0,0.707122877467679,0,9
"Kissileff_Time",53,21.1812225171956,1,-2.6415070301448,8.05636434968817,-0.0558831490826162,-4.26030679312658,0.406278584846774,0.789936540561974,129.933883386476,0.97624729803333,5,0.707102977330657,0,10
"Kissileff_Time",67,15.1687310351554,1,-3.90611046214477,1.00896173357742,-2.47279988258219,-3.02146235186191,0.219780726086935,0.231254450414977,164.256043848624,0.173302233271209,0,0.707037216902863,0,11
"Kissileff_Time",16,79.3629606088704,1,2.17927940477181,4.37959220787574,-1.125390901428,-2.30111865336126,0.937927647343655,1.04391050796802,39.2253233023412,0.0751220094157039,0,0.707118543945652,0,12
"Kissileff_Time",56,38.7450423799015,1,-4.4539245111986,-2.42226827938945,1.26107387891946,1.06008919703011,0.012004612865076,0.0152919619406353,137.288635854633,0.470503904422554,0,0.707008158863371,0,13
"Kissileff_Time",55,50.9821152735727,1,-5.12699441129156,6.15585128838813,-3.42792014900957,-6.16511086318658,0.62078610141893,0.773658549692152,134.837051500009,0.0854532798883662,0,0.707028321761445,0,14
"Kissileff_Time",14,19.7258296941535,1,-5.51006495812878,1.51755017540084,-3.10558429688622,-5.49738359824117,0.551631144984455,0.72535736211434,34.3221583252618,0.113903750202783,0,0.707043314243454,0,15
"Kissileff_Time",42,33.7518800650502,1,-10.5609679962802,14.3651730955319,-3.2424836961802,-7.02714608659623,0.457431174048631,0.59621167074359,102.966475583635,0.108346249809586,0,0.707030383015121,0,16
"Kissileff_Time",24,135.909840944546,1,3.30534318401168,6.53633975263035,1.62565134922257,0.581479589164484,1.0286944954281,1.09900119147307,58.8379849396051,0.198384713415614,1,0.70709866165894,0,17
"Kissileff_Time",10,48.6128839197507,1,4.54339178637561,12.6549823277341,-2.64732896944316,-4.21930433683801,0.308377528332656,0.377227592747527,24.5158274329557,0.132281863332242,0,0.70703786099693,0,18
"Kissileff_Time",54,50.9672130531231,1,-5.09410627090064,9.64982283321416,-1.24831541821182,-3.41318964626836,0.245702900988532,0.323858697833613,132.385466085657,0.366924329722491,0,0.70710702733875,0,19
"Kissileff_Time",15,23.2904906760218,1,-7.9424292411195,10.2055234212461,0.511266228692509,-4.23875456621463,0.238713856719142,0.533585679115403,36.7737412006805,1.38406019989307,1,0.707034830201565,0,20
"Kissileff_Time",21,31.6595287255541,1,-12.2057821932043,6.25357399845844,0.272541903857292,-2.24505566965526,0.118493147054131,0.201153727330432,51.4832373638877,0.375915600780175,0,0.707049421919594,0,21
"Kissileff_Time",61,94.7718293944293,1,-3.24381920018743,1.54965841928032,-1.03855244743059,-2.59300684624866,1.00362122347716,1.12416566815112,149.546548639678,0.084033447936571,0,0.707192882485593,0,22
"Kissileff_Time",70,123.274004244587,1,-5.84880096283211,0.483110154548899,-1.15751097748228,-2.57490077524232,1.01549240365641,1.08857032752022,171.610789836379,0.112726181245972,0,0.707135632668953,0,23
"Kissileff_Time",50,66.1685720626349,1,1.25556023210171,4.82448817797238,-0.610559998980484,-2.17691982989061,0.990922392200672,1.14663519656956,122.579137082424,0.261973800181912,2,0.707174202245838,0,24
"Kissileff_Time",53,20.2125177386435,1,-2.11453055279873,-3.08920515754586,-2.33997218763834,-1.05076314878462,0.909765325908298,0.716407424334518,129.93388640295,0.149238142179534,0,0.707191221777721,0,25
"Kissileff_Time",46,37.9663681091921,1,-4.79736024323461,4.94376933525745,-0.542418060036237,-5.01753178025234,1.15307468098019,1.65525178053125,112.772804656712,0.379291006821941,1,0.707130862636101,0,26
"Kissileff_Time",56,40.6023107062609,1,-3.86992111055113,0.974040846628047,-0.412496124172048,-1.49714857170763,0.588001837114489,0.645752497461904,137.288631631634,0.238771418644723,0,0.707089395130742,0,27
"Kissileff_Time",46,72.4069327912078,1,-9.6162831448574,-7.38816291003548,0.646461899607347,0.187458063758844,0.772610740918799,0.783996889239702,112.772805628994,0.0602760388180908,0,0.707163547240372,0,28
"Kissileff_Time",25,61.339893617757,1,1.91304034159085,2.88488944451415,0.396998186805337,0.346614546012719,0.333447856591379,0.335333735555861,61.2895676330765,0.230310166070952,1,0.707104731651861,0,29
"Kissileff_Time",84,41.1287030992624,1,0.235956834138196,6.37883504723526,-1.72900638862883,-4.42569846990425,0.879010878195861,1.13306487756651,205.932953064644,0.537113666473277,4,0.707199856986458,0,30
"Kissileff_Time",59,44.166125527853,1,3.89729735345893,12.1580340460576,-1.02920035495895,-1.12996599991273,0.011811893133429,0.0119738465166302,144.64338068391,0.527428079299437,0,0.70715443710901,0,31
"Kissileff_Time",28,8.62577242032781,1,2.13845571004747,4.93722407752813,-3.27615113623376,-5.09294322739281,0.542406513012602,0.7571441719963,68.6443163332788,0.135611518056963,0,0.707157895752192,0,32
"Kissileff_Time",39,72.9748136378959,1,-1.25508869434432,2.17414308762553,0.806355910029385,-1.10310207148363,1.22554849344136,1.43023285340684,95.6117256434948,0.218512274702776,1,0.707085811174558,0,33
"Kissileff_Time",20,40.477868009126,1,0.629854883773563,6.99065132649221,-1.56374693344078,-3.48931326714155,0.721078086696839,0.853558059795617,49.031655041786,0.656001188911058,1,0.707030302912139,0,34
"Kissileff_Time",23,44.7258819828327,1,-0.182507383895965,13.162584167342,-3.60291804716744,-5.88784491107703,0.546724995149936,0.644295567810873,56.3864032852691,0.199692461148713,0,0.707030758413305,0,35
"Kissileff_Time",75,84.3090193539467,1,0.62733833933969,5.35082816892388,-0.590844251386216,-2.08962391555167,0.861477195306674,0.97182983250122,183.868710342616,0.373901598212795,3,0.706995396325984,0,36
"Kissileff_Time",58,26.8020470374747,1,1.25535737797654,12.4906759440307,-2.17377408239873,-3.89505578678349,0.216830542765728,0.284241869640129,142.191799478605,0.19910079762319,0,0.707032338349652,0,37
"Kissileff_Time",51,109.099774389593,1,2.20890728151918,7.49791833748362,-3.47303430888575,-4.81373417542852,1.4776400497251,1.56186107157678,125.03071810241,0.351970078676754,1,0.707124812587379,0,38
"Kissileff_Time",7,100.933347938208,1,-2.90688594573861,4.62869900172575,1.44863662100667,-0.237233145616653,0.462814352749622,0.549072973549089,17.1610789741777,0.122393963077709,0,0.707081025015189,0,39
"Kissileff_Time",42,37.0963800761292,1,-4.92673205995026,11.1511104858586,-2.08628598975825,-8.72125173212742,1.32764229542359,1.97846678184152,102.966475006643,0.48292176826705,1,0.707042594966387,0,40
"Kissileff_Time",44,95.1244840705531,1,-3.2027216044523,0.0359585135533046,0.524194241863343,-0.108352664207325,0.923231459308942,0.949518920072432,107.869645680167,0.134571709802199,0,0.706969381658602,0,41
"Kissileff_Time",25,39.2744176527581,1,-4.52728408635741,2.97379535730613,1.35055546019912,-1.63777149936448,0.531681931948599,0.808083514523284,61.2895685831663,0.492312329344715,1,0.707175740758671,0,42
"Kissileff_Time",57,59.7172451627609,1,-12.9037851166934,3.03466452660621,-0.582468489946166,-4.88532907465165,0.792238243423167,1.07596223293197,139.740215756937,0.113834600851418,0,0.707165189390937,0,43
"Kissileff_Time",77,31.0464524078066,1,-12.7141951396714,-10.6824639073621,1.89556654333758,1.61462602772594,-0.0137315893688235,-0.00412595959625584,188.771868344798,0.504568931077784,0,0.707098977874973,0,44
"Kissileff_Time",27,33.8092819567493,1,2.23968021845422,13.8047221556977,-1.96819323939806,-4.71833683789862,0.34902075738055,0.500853403978586,66.1927345305228,1.48575107799046,2,0.707023798130962,0,45
"Kissileff_Time",33,15.2894725081492,1,-3.43341452061771,2.78480651771972,1.04434385676385,-0.564908834986536,0.0381452085699883,0.135865852287544,80.902229537626,1.40293112432121,4,0.70707521509257,0,46
"Kissileff_Time",40,66.5367420671452,1,-3.60861445988845,-1.42453686971594,2.10381181037219,1.74214612700026,0.378167796799694,0.385082993245599,98.0633082127277,0.149214016328699,0,0.707104885846073,0,47
"Kissileff_Time",11,35.9166677402779,1,-9.66690268482496,-0.99309510887003,1.4217623721884,0.127771319439204,0.0374893627893735,0.0813053530716898,26.9674100026316,0.400610254827341,0,0.707054079492005,0,48
