"model","initial_nBites","initial_Emax","nBites","Emax","nSim","initial_theta","theta","initial_r","r","min_n2ll","u95CI_r","u95CI_r_n2ll","u95CI_r_chisq","u95CI_r_chisq.p","l95CI_r","l95CI_r_n2ll","l95CI_r_chisq","l95CI_r_chisq.p","u95CI_theta","u95CI_theta_n2ll","u95CI_theta_chisq","u95CI_theta_chisq.p","l95CI_theta","l95CI_theta_n2ll","l95CI_theta_chisq","l95CI_theta_chisq.p","r_fit","theta_fit"
"FPM_Time",85,136.238096029025,85,136.238096029025,1,18.2638212216877,17.1787804368776,0.282119600483316,0.317183038334724,208.384529973259,0.320943042027879,212.229618062844,3.84508808958537,0.0498919008088241,0.290853498816909,212.229618062844,3.84508808958537,0.0498919008088241,19.4809866599934,212.23321414451,3.84868417125097,0.0497850336317928,16.9716654931571,212.23321414451,3.84868417125097,0.0497850336317928,FALSE,TRUE
"FPM_Time",51,150.754191245457,51,150.754191245457,1,10.7416531154222,11.3432531942235,0.168459725043167,0.155301905638771,125.030718269598,0.162112197673504,128.871091457311,3.84037318771274,0.0500323840667299,0.15020304278332,128.871091457311,3.84037318771274,0.0500323840667299,11.4583295125484,128.88873054576,3.85801227616162,0.0495089497191394,10.0522414726986,128.88873054576,3.85801227616162,0.0495089497191394,FALSE,TRUE
"FPM_Time",32,88.5205459230377,32,88.5205459230377,1,9.13146793301101,9.77204008471585,-0.0333335580311762,-0.0468208864067993,78.4506467728613,-0.0475927021340915,82.2931197204388,3.84247294757753,0.0499697689434432,-0.0554206886390662,82.2931197204388,3.84247294757753,0.0499697689434432,9.71565200488678,82.3003347445404,3.84968797167905,0.049755246213636,8.34017909114068,82.3003347445404,3.84968797167905,0.049755246213636,FALSE,TRUE
"FPM_Time",80,116.5216523337,80,116.5216523337,1,28.3742456677156,27.4728171128881,0.826059329243304,0.88445298795631,196.126618218916,0.899101580643098,199.972672295563,3.84605407664662,0.0498631701351001,0.73513800663553,199.972672295563,3.84605407664662,0.0498631701351001,30.898608097418,199.984058056474,3.85743983755813,0.0495258455175855,25.9799346825222,199.984058056474,3.85743983755813,0.0495258455175855,TRUE,TRUE
"FPM_Time",34,122.344157106011,34,122.344157106011,1,16.4707375280622,15.9214749121274,0.238378602886166,0.264362381607378,83.3538126838815,0.272166659876929,87.2019750064746,3.84816232259311,0.0498005267464179,0.210009182695054,87.2019750064746,3.84816232259311,0.0498005267464179,17.8249876447003,87.2094793801246,3.85566669624311,0.0495782192917097,15.1810635258964,87.2094793801246,3.85566669624311,0.0495782192917097,TRUE,TRUE
"FPM_Time",49,108.394682647222,49,108.394682647222,1,5.40896494061268,5.25220857281238,0.0989562378355325,0.0994331952184438,120.12755303346,0.112471538443338,123.970924809342,3.84337177588155,0.0499429910740703,0.0909563436721796,123.970924809342,3.84337177588155,0.0499429910740703,5.90568958639889,123.972247155946,3.84469412248572,0.04990362331593,4.93870742262676,123.972247155946,3.84469412248572,0.04990362331593,TRUE,TRUE
"FPM_Time",56,143.588375429052,56,143.588375429052,1,5.19898190142675,5.48910675617967,0.645528635414902,0.622278074414714,137.288631511239,0.646055999551713,141.131507546666,3.84287603542649,0.0499577582851525,0.615206997971168,141.131507546666,3.84287603542649,0.0499577582851525,5.72407125744374,141.158564168013,3.86993265677356,0.0491584938632,4.74644312386278,141.158564168013,3.86993265677356,0.0491584938632,TRUE,TRUE
"FPM_Time",41,21.4536458232205,41,21.4536458232205,1,9.00124627892826,10.2804596051574,0.620032401160625,0.623136362433434,100.514895267997,1.30616843505335,104.36161975037,3.84672448237326,0.0498432410047716,-0.0230062507994674,104.36161975037,3.84672448237326,0.0498432410047716,13.5832533770676,104.387569499448,3.8726742314508,0.0490782635042006,5.54143409507764,104.387569499448,3.8726742314508,0.0490782635042006,TRUE,TRUE
"FPM_Time",71,126.76619585219,71,126.76619585219,1,19.7973718426838,19.1143560096533,0.116403690327861,0.141393926128238,174.062372077982,0.142980143870565,177.897355833623,3.83498375564054,0.050193477452826,0.121312986904063,177.897355833623,3.83498375564054,0.050193477452826,20.8655803711864,177.89713054346,3.83475846547839,0.0502002234355827,18.7525187666499,177.89713054346,3.83475846547839,0.0502002234355827,FALSE,TRUE
"FPM_Time",62,112.389047259631,62,112.389047259631,1,37.7983451286446,35.6437058560539,0.142249792408577,0.185362837497542,151.998127894237,0.209024356382275,155.845520945979,3.84739305174156,0.0498233748444148,0.114742762794993,155.845520945979,3.84739305174156,0.0498233748444148,40.6510160268476,155.862129121492,3.86400122725459,0.0493325475718419,35.035832312916,155.862129121492,3.86400122725459,0.0493325475718419,TRUE,TRUE
"FPM_Time",40,51.1264397725963,40,51.1264397725963,1,18.4186969545504,16.0041576400399,0.499128972315474,0.626107713580132,98.0633083485088,0.734072246942053,101.905538607221,3.84223025871228,0.0499770017244568,0.269733450268668,101.905538607221,3.84223025871228,0.0499770017244568,22.0287092225413,101.937144657441,3.87383630893258,0.049044297816953,15.2104222922368,101.937144657441,3.87383630893258,0.049044297816953,TRUE,TRUE
"FPM_Time",61,138.28651698619,61,138.28651698619,1,33.0961988341277,31.2449654480216,0.343151030811453,0.391892608436832,149.546545316713,0.394818826997767,153.398093985307,3.85154866859378,0.049700080486145,0.299474798678031,153.398093985307,3.85154866859378,0.049700080486145,35.3351366498036,153.404510140919,3.85796482420602,0.0495103500547877,30.9422954345463,153.404510140919,3.85796482420602,0.0495103500547877,TRUE,TRUE
"FPM_Time",58,157.440605192271,58,157.440605192271,1,11.6585396750703,10.9414427853697,0.644834593918765,0.67679449101003,142.191797518384,0.669952876751988,146.020446360075,3.8286488416901,0.0503835329440252,0.639211633962899,146.020446360075,3.8286488416901,0.0503835329440252,12.3493695698718,146.026250516873,3.83445299848896,0.05020937172589,10.9742589062783,146.026250516873,3.83445299848896,0.05020937172589,TRUE,TRUE
"FPM_Time",45,18.0817392917552,45,18.0817392917552,1,10.6945512447377,10.1056919787079,0.274846926244177,0.122428163327277,110.321222000118,1.17973265864725,114.169702277715,3.84848027759695,0.0497910864046823,-0.542898594132619,114.169702277715,3.84848027759695,0.0497910864046823,16.5811158962664,114.200313866771,3.87909186665287,0.0488909958501959,6.26959263831898,114.200313866771,3.87909186665287,0.0488909958501959,TRUE,TRUE
"FPM_Time",52,172.14590205502,52,172.14590205502,1,29.8871907267187,29.2060435605327,0.322914178118938,0.329197050107361,127.482301118174,0.335648312083684,131.325629438425,3.84332832025073,0.0499442853542332,0.292678341514207,131.325629438425,3.84332832025073,0.0499442853542332,31.4305846498549,131.337764651481,3.85546353330689,0.0495842239071541,28.1396279674944,131.337764651481,3.85546353330689,0.0495842239071541,TRUE,TRUE
"FPM_Time",54,60.7512849314461,54,60.7512849314461,1,31.2465599774582,29.8285649744304,0.319110402955379,0.459388876792821,132.385466090916,0.499224902713928,136.224290073338,3.83882398242253,0.0500786347236166,0.267075034675735,136.224290073338,3.83882398242253,0.0500786347236166,34.6864540363672,136.200928404724,3.81546231380813,0.0507815892978456,27.9025704763283,136.200928404724,3.81546231380813,0.0507815892978456,TRUE,TRUE
"FPM_Time",82,131.924521472206,82,131.924521472206,1,23.7763935429755,22.8877418252654,0.0326558985543983,0.0432662810864753,201.029781916794,0.0544185015892451,204.874396715805,3.84461479901148,0.0499059839410698,0.0165376704664917,204.874396715805,3.84461479901148,0.0499059839410698,24.9355123068969,204.880885344603,3.85110342780899,0.0497132750499649,22.3663302065124,204.880885344603,3.85110342780899,0.0497132750499649,TRUE,TRUE
"FPM_Time",43,90.5991654183431,43,90.5991654183431,1,8.3846800549796,8.84905146903839,0.332291435837712,0.323004727355146,105.418056994975,0.325048180925669,109.257522656176,3.83946566120112,0.0500594722843022,0.29666767941036,109.257522656176,3.83946566120112,0.0500594722843022,9.13277851244033,109.264118953363,3.84606195838894,0.0498629357858893,7.68686854331518,109.264118953363,3.84606195838894,0.0498629357858893,FALSE,TRUE
"FPM_Time",52,133.750618941966,52,133.750618941966,1,18.0451447368112,16.9761136984478,0.444671766386699,0.488245529859922,127.482303182512,0.484541344997571,131.316392472111,3.83408928959976,0.0502202665737957,0.442169576092353,131.316392472111,3.83408928959976,0.0502202665737957,19.019385024745,131.313876248394,3.83157306588281,0.0502957081591469,16.91812955329,131.313876248394,3.83157306588281,0.0502957081591469,TRUE,TRUE
"FPM_Time",81,51.2808303190009,81,51.2808303190009,1,10.372215166637,10.1124989397358,0.0518435817872822,0.0959511407651007,198.578200411845,0.131717720910748,202.441419756975,3.86321934512969,0.0493555398701018,-0.0278215515185437,202.441419756975,3.86321934512969,0.0493555398701018,12.0794461073254,202.429085822828,3.85088541098236,0.0497197372563251,8.82433442908133,202.429085822828,3.85088541098236,0.0497197372563251,TRUE,TRUE
"FPM_Time",92,178.540247850851,92,178.540247850851,1,34.7417435766084,36.0298451514722,0.114323113766945,0.089826636788374,225.545609932661,0.0958610237790648,229.38572033788,3.84011040521952,0.0500402261111766,0.091974547417642,229.38572033788,3.84011040521952,0.0500402261111766,36.0686166613799,229.415203496282,3.8695935636209,0.0491684268192575,33.9217770430919,229.415203496282,3.8695935636209,0.0491684268192575,FALSE,TRUE
"FPM_Time",68,214.658270410923,68,214.658270410923,1,24.5350057581739,23.6276592515194,0.503812360391952,0.529526984336239,166.707624076286,0.528157976711676,170.547713406945,3.84008933065914,0.0500408550816221,0.523207182907821,170.547713406945,3.84008933065914,0.0500408550816221,25.4152528948739,170.54059857582,3.83297449953454,0.0502536755179688,23.5179325247928,170.54059857582,3.83297449953454,0.0502536755179688,FALSE,TRUE
"FPM_Time",34,91.4982556762442,34,91.4982556762442,1,30.3789699397838,29.6259375764057,0.219485833599293,0.2176822129637,83.3538162696292,0.329481781459219,87.1995657120166,3.84574944238734,0.0498722287700799,0.12658250233336,87.1995657120166,3.84574944238734,0.0498722287700799,33.3379680692255,87.2280425701088,3.87422630047959,0.0490329045443475,27.3664303278795,87.2280425701088,3.87422630047959,0.0490329045443475,TRUE,TRUE
"FPM_Time",80,145.527556681935,80,145.527556681935,1,20.9398233616637,21.3409771715441,0.196258046740724,0.196671627721256,196.126624348181,0.20421630080096,199.97165217614,3.84502782795909,0.0498936937074791,0.167240545717512,199.97165217614,3.84502782795909,0.0498936937074791,22.2520376307172,199.990692516753,3.86406816857135,0.0493305795979422,19.6755986021371,199.990692516753,3.86406816857135,0.0493305795979422,TRUE,TRUE
"FPM_Time",36,41.6669239450069,36,41.6669239450069,1,10.3138298142443,9.5059370037925,-0.206478989865983,-0.147133207099978,88.256980711945,-0.148211184840909,92.0820550786886,3.82507436674361,0.0504911072631536,-0.176913649349233,92.0820550786886,3.82507436674361,0.0504911072631536,11.5519573176474,92.0858375164983,3.82885680455325,0.0503772817341879,9.15357530433958,92.0858375164983,3.82885680455325,0.0503772817341879,FALSE,TRUE
"FPM_Time",53,72.7730865624939,53,72.7730865624939,1,23.9147371385024,22.7432047475817,0.22529782629399,0.307728988389588,129.933883443589,0.348465633221838,133.787074695684,3.85319125209469,0.0496514350567624,0.114461138042938,133.787074695684,3.85319125209469,0.0496514350567624,26.8712697815071,133.799422185521,3.86553874193174,0.0492873678669755,21.1694119572515,133.799422185521,3.86553874193174,0.0492873678669755,TRUE,TRUE
"FPM_Time",63,203.535343895067,63,203.535343895067,1,39.6976799146055,38.1398844570589,0.138143332414159,0.161455662085875,154.44972009993,0.159275492389679,158.285104540388,3.83538444045826,0.0501814819018503,0.136182512452808,158.285104540388,3.83538444045826,0.0501814819018503,40.8332018520867,158.280092452332,3.83037235240198,0.0503317502337,38.2789740711008,158.280092452332,3.83037235240198,0.0503317502337,TRUE,TRUE
"FPM_Time",61,67.5218842364315,61,67.5218842364315,1,17.2572605472142,15.3789061932425,0.209141876318393,0.298534429979645,149.546545186298,0.290227992139829,153.379981633498,3.8334364472,0.0502398286420094,0.235840345471787,153.379981633498,3.8334364472,0.0502398286420094,19.0250214793683,153.373742103154,3.82719691685543,0.0504271995798803,15.5778157778653,153.373742103154,3.82719691685543,0.0504271995798803,FALSE,TRUE
"FPM_Time",69,198.786922877127,69,198.786922877127,1,33.622338734748,33.3884882793089,0.652567882268791,0.646417080990992,169.159209323597,0.68102712996614,172.99785718919,3.83864786559295,0.05008389545215,0.61716620030056,172.99785718919,3.83864786559295,0.05008389545215,35.3698016640747,173.01283858748,3.85362926388294,0.049638471748879,31.8566457458758,173.01283858748,3.85362926388294,0.049638471748879,TRUE,TRUE
"FPM_Time",88,214.639359286644,88,214.639359286644,1,39.9010655221472,38.7092164033435,-0.00709140811326286,0.00476331081066794,215.739283317127,-0.00532606970596845,219.584299369565,3.84501605243852,0.0498940440596914,-0.0185810651127278,219.584299369565,3.84501605243852,0.0498940440596914,41.3304186283341,219.589432566169,3.85014924904289,0.0497415642877905,38.4774888066981,219.589432566169,3.85014924904289,0.0497415642877905,TRUE,TRUE
"FPM_Time",104,230.724022599286,104,230.724022599286,1,71.5003479377914,72.7037324215314,-0.18536738816254,-0.200591546379564,254.964603470524,-0.176067651688853,258.81058090757,3.84597743704558,0.0498654489343161,-0.199755424088625,258.81058090757,3.84597743704558,0.0498654489343161,73.5677551390596,258.818490951691,3.85388748116674,0.0496308312777978,69.3594231323197,258.818490951691,3.85388748116674,0.0496308312777978,TRUE,TRUE
"FPM_Time",41,135.752397183297,41,135.752397183297,1,40.7287656685897,39.7444531153706,0.74905324277345,0.808390280979074,100.514890917915,0.851614606903747,104.364820358788,3.84992944087298,0.0497480835116071,0.675730356073729,104.364820358788,3.84992944087298,0.0497480835116071,43.5350696345555,104.387166329256,3.87227541134099,0.0490899261098595,37.540252523839,104.387166329256,3.87227541134099,0.0490899261098595,TRUE,TRUE
