"model","nBites","Emax","nSim","initial_theta","theta","initial_r","r","min_n2ll","u95CI_r","u95CI_r_n2ll","u95CI_r_chisq","u95CI_r_chisq.p","l95CI_r","l95CI_r_n2ll","l95CI_r_chisq","l95CI_r_chisq.p","u95CI_theta","u95CI_theta_n2ll","u95CI_theta_chisq","u95CI_theta_chisq.p","l95CI_theta","l95CI_theta_n2ll","l95CI_theta_chisq","l95CI_theta_chisq.p","ID","r_fit","theta_fit"
"FPM_Time",91,233.43953582947,1,44.4927919939952,45.0963976977808,0.363593971839257,0.348038143821656,223.094036297784,0.368616921534982,226.937012416734,3.84297611895002,0.0499547766064551,0.351205634557016,226.929863624526,3.83582732674105,0.0501682264641261,45.5377287102458,226.922364609067,3.8283283112828,0.0503931694566084,43.1254984672872,226.923850097135,3.82981379935086,0.0503485257420211,1,TRUE,TRUE
"FPM_Time",48,215.089388542409,1,48.8014540182982,49.3876489498292,-0.163710940112752,-0.167817085108147,117.675973932533,-0.157742566972714,121.51392727167,3.83795333913672,0.0501046471189486,-0.164229624308581,121.517435443843,3.84146151130996,0.049999919767354,49.1961336856842,121.494581879531,3.81860794699777,0.0506863323864237,48.0927936856325,121.495607222711,3.81963329017823,0.0506553235029719,2,TRUE,TRUE
"FPM_Time",62,67.3329713995051,1,13.4938058044696,12.210339120641,0.138407470201788,0.185758971477844,151.998127728026,0.196131071344082,155.840568707853,3.84244097982676,0.0499707216051583,0.0896662930872534,155.827735934193,3.82960820616668,0.0503547019882231,14.8853223108607,155.826949171641,3.82882144361494,0.0503783445999931,12.2623009239003,155.828058689532,3.82993096150616,0.0503450064196806,3,TRUE,TRUE
"FPM_Time",86,110.715463316328,1,15.5843578317439,14.925240207041,0.304607489706466,0.314961156179764,210.836116154657,0.349941625475034,214.681290826161,3.84517467150374,0.0498893249502903,0.289036382965525,214.687606957548,3.85149080289142,0.0497017951079676,16.8381319357115,214.686731899459,3.85061574480213,0.0497277316216681,14.2599646999501,214.685644999998,3.84952884534073,0.049759966974633,4,TRUE,TRUE
"FPM_Time",40,39.8433536763212,1,22.0169576478485,19.0928162472773,-0.0416684715623436,0.0948148424622333,98.0633089646782,0.177397613398193,101.900871435414,3.83756247073576,0.0501163298210083,-0.181126216859108,101.890569942964,3.82726097828547,0.0504252720892874,25.3482740499022,101.869954324224,3.80664535954546,0.05104959676534,17.850145493013,101.948143697548,3.88483473286935,0.0487240576648932,5,TRUE,TRUE
"FPM_Time",17,151.579644106751,1,15.6282872237859,15.599300278987,0.257636151424058,0.258329105754341,45.4190823516276,0.271281243418458,49.2712724196657,3.8521900680381,0.0496810793282229,0.24249502154922,49.2618743997928,3.84279204816522,0.0499602605706639,16.2100922339529,49.2987300716512,3.87964772002366,0.0488748114997178,15.0002520315588,49.2969677342006,3.87788538257303,0.0489261435823168,6,TRUE,TRUE
"FPM_Time",55,136.969274542519,1,33.9014012856527,32.038850953207,0.371845232270038,0.416703701025496,134.837048791063,0.430448243536477,138.68835473066,3.85130593959673,0.0497072732211846,0.339208828569362,138.683944741828,3.84689595076435,0.0498381451207703,35.927767294324,138.70093559319,3.86388680212642,0.0493359116902926,31.6582382263094,138.699098356656,3.8620495655926,0.0493899599501971,7,TRUE,TRUE
"FPM_Time",92,89.7785168375543,1,26.015981170447,24.6706737147543,0.603538694416663,0.687477917837248,225.545611274504,0.717249714946562,229.386709376706,3.84109810220144,0.0500107576536851,0.535050267987097,229.384927751271,3.83931647676684,0.0500639266844193,28.8109394756996,229.406380702775,3.86076942827106,0.0494276562991705,23.4540720312136,229.40390505467,3.8582937801653,0.0495006432274957,8,TRUE,TRUE
"FPM_Time",82,94.7737615707718,1,21.1689372414993,19.6395700192913,0.667611982580068,0.717843144262167,201.029785439996,0.760560362742516,204.877150328498,3.84736488850206,0.0498242115303389,0.610325448522611,204.88020915485,3.8504237148544,0.0497334252566055,23.4261134961707,204.885074393318,3.8552889533218,0.0495893843481957,19.081036550788,204.885642536269,3.85585709627293,0.0495725925896803,9,TRUE,TRUE
"FPM_Time",83,164.185795765672,1,22.4011725894114,22.5841641917883,0.0343218035793255,0.0255202828301764,203.481365238282,0.0211230354477789,207.319529441964,3.83816420368242,0.0500983457639432,0.0200290892703421,207.320749959428,3.83938472114573,0.0500618889683253,23.2345804936374,207.315135251017,3.83377001273482,0.0502298325258843,21.6080033227479,207.258073692578,3.77670845429628,0.0519708015117475,10,FALSE,TRUE
