"model","nBites","Emax","nSim","initial_int","int","initial_linear","linear","initial_quad","quad","min_n2ll","rmse_timing","rmse_timing_nNA","rmse_intake","rmse_intake_nNA","ID"
"Kissileff_Time",44,95.6261122505287,1,-6.09441803281111,-4.4650352835644,1.47381573751928,1.17053371630457,0.911136704270212,0.93348574254284,107.869639839397,0.0689475910974457,0,0.707058912713784,0,1
"Kissileff_Time",38,96.1273790546732,1,-3.82063546171093,0.204529065548352,0.958932032013374,-1.03536130914638,1.3350969947374,1.53777928682433,93.1601434106029,0.0602448506615529,0,0.707151563848395,0,2
"Kissileff_Time",62,21.6037666633882,1,-6.7026221237664,7.27565705756961,0.89404909046797,-3.37210607146894,0.229981494663781,0.540094551217548,151.998127739006,1.20247362714149,5,0.707102059141658,0,3
"Kissileff_Time",67,93.8968071766261,1,-5.78080263081624,-1.49644529080415,-1.35954073672487,-2.61275692247813,1.51303656520609,1.5894138403663,164.256042230508,0.0626465212503282,0,0.707149457792904,0,4
"Kissileff_Time",61,36.9606305915639,1,0.506226217173325,7.89001182406269,-1.47567959065933,-4.38077879722084,0.76041945519821,1.02799713269856,149.546545057714,0.747232009038953,5,0.707115257047864,0,5
"Kissileff_Time",42,38.275126717493,1,0.584973678461219,3.00253010974886,1.55828060817384,0.350460361723186,0.280752638278289,0.394064058330345,102.966473682584,0.264164548204432,3,0.707093370873918,0,6
"Kissileff_Time",23,133.197390979266,1,-0.684399464056608,3.94667082869882,-0.720446140396209,-2.10445549552165,1.91528791108159,2.02063317818285,56.3864031853921,0.0933126649156831,0,0.707179159235889,0,7
"Kissileff_Time",65,63.2566386186042,1,-4.51497086321326,2.18447660069073,0.714546146366569,-2.16395052853404,1.1499208958233,1.44072246821508,159.35287670419,0.266547463665405,1,0.707147459515275,0,8
"Kissileff_Time",8,152.194560121185,1,10.7435399563529,10.7190385158283,-0.0482764900056587,0.248499620851732,1.26275870595016,1.23840570757219,19.6126616872951,0.0516497353181038,0,0.707133292470001,0,9
"Kissileff_Time",53,21.1812225171956,1,-2.6415070301448,8.13429900916357,-0.0558831490826162,-4.24345135526053,0.406278584846774,0.784794299528624,129.933884971537,1.09057600181043,6,0.707168045882843,0,10
"Kissileff_Time",67,15.1687310351554,1,-3.90611046214477,1.0115729939738,-2.47279988258219,-3.02054135630288,0.219780726086935,0.231182140539174,164.256043574039,0.173305006446816,0,0.707172571518295,0,11
"Kissileff_Time",16,79.3629606088704,1,2.17927940477181,4.36669540797151,-1.125390901428,-2.30577278916878,0.937927647343655,1.04525021147184,39.2253241071515,0.0757920659513747,0,0.707026626801983,0,12
"Kissileff_Time",56,38.7450423799015,1,-4.4539245111986,-5.82417203527948,1.26107387891946,1.39725666407607,0.012004612865076,0.0104846073257064,137.288632507809,0.390887426784791,0,0.707154302631088,0,13
